,Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
1506,Apartment,108 m²,4,3rd ,No,Yes,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,15 April 2024,19.950 kr.,1.000 kr.,59.850 kr.,19.950 kr.,100.750 kr.,16/02/2024,5222191,"Larslejsstræde, 1451 København, København K  - 3rd floor"
1507,Apartment,103 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,14.935 kr.,1.200 kr.,44.805 kr.,14.935 kr.,75.875 kr.,16/02/2024,5420055,"Robert Jacobsens Vej, 2300 København, København S  - 2nd floor"
1508,Apartment,200 m²,4,5th ,No,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,39.900 kr.,1.500 kr.,119.700 kr.,119.700 kr.,280.800 kr.,16/02/2024,5198634,"Frederiksberg Allé, 1820 København, Frederiksberg C  - 5th floor"
1509,Apartment,108 m²,3,1st ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,17.200 kr.,1.400 kr.,51.600 kr.,17.200 kr.,87.400 kr.,16/02/2024,5420021,"Teglholmens Østkaj, 2450 København, København SV  - 1st floor"
1510,Apartment,85 m²,3,-,No,Yes,No,No,Yes,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,12-23 months,1 April 2024,9.500 kr.,1.500 kr.,28.500 kr.,0 kr.,39.500 kr.,16/02/2024,5419958,"Thorsbrovej, 2640 København, Hedehusene "
1511,Room,13 m²,1,3rd ,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,,1-11 months,As soon as possible,6.000 kr.,500 kr.,18.000 kr.,18.000 kr.,42.500 kr.,16/02/2024,5320075,"Østerbrogade, 2100 København, København Ø  - 3rd floor"
1512,Apartment,120 m²,4,Ground floor,No,Yes,No,Not specified,Not specified,Not specified,Yes,Not specified,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,16.000 kr.,1.000 kr.,48.000 kr.,32.000 kr.,97.000 kr.,16/02/2024,4857526,"Junggreensvej, 2000 København, Frederiksberg  - Ground floor"
1513,Apartment,40 m²,1,4th ,No,No,No,Yes,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,24+ months,As soon as possible,8.400 kr.,577 kr.,25.200 kr.,16.800 kr.,50.977 kr.,16/02/2024,5419929,"Banevolden, 2500 København, Valby  - 4th floor"
1514,Room,11 m²,1,6th ,Yes,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Not specified,Yes,,12-23 months,1 May 2024,4.200 kr.,600 kr.,8.000 kr.,0 kr.,12.800 kr.,16/02/2024,4051983,"Lyngbyvej, 2100 København, København Ø  - 6th floor"
1515,Room,15 m²,1,Ground floor,Yes,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Not specified,,1-11 months,As soon as possible,5.500 kr.,0 kr.,1.000 kr.,5.500 kr.,12.000 kr.,15/02/2024,5419907,"Artillerivej, 2300 København, København S  - Ground floor"
1516,Room,22 m²,1,Ground floor,Yes,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Not specified,,1-11 months,As soon as possible,6.500 kr.,0 kr.,1.000 kr.,6.500 kr.,14.000 kr.,15/02/2024,5419903,"Artillerivej, 2300 København, København S  - Ground floor"
1517,Room,10 m²,1,-,Yes,Yes,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,,Unlimited,As soon as possible,3.000 kr.,0 kr.,3.000 kr.,3.000 kr.,9.000 kr.,15/02/2024,5419898,"Rendevænget, 2765 København, Smørum "
1518,Apartment,44 m²,1,4th ,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-,Unlimited,1 May 2024,10.500 kr.,450 kr.,31.500 kr.,10.500 kr.,52.950 kr.,15/02/2024,5419893,"Roskildevej, 2000 København, Frederiksberg  - 4th floor"
1519,Apartment,31 m²,1,4th ,No,No,No,Yes,No,No,Yes,No,No,No,No,No,-,Unlimited,1 May 2024,8.050 kr.,500 kr.,24.150 kr.,8.050 kr.,40.750 kr.,15/02/2024,5419892,"Gammel Jernbanevej, 2500 København, Valby  - 4th floor"
1520,Apartment,126 m²,4,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,14.800 kr.,1.400 kr.,44.400 kr.,14.800 kr.,75.400 kr.,15/02/2024,5419890,"Bornholms Allé, 2630 København, Taastrup  - Ground floor"
1521,Apartment,78 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,10.530 kr.,995 kr.,31.590 kr.,10.530 kr.,53.645 kr.,15/02/2024,5419876,"Bornholms Alle, 2630 København, Taastrup  - Ground floor"
1522,Apartment,101 m²,4,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,17.600 kr.,1.100 kr.,52.800 kr.,17.600 kr.,89.100 kr.,15/02/2024,5419874,"Jernæblevej, 2500 København, Valby  - 2nd floor"
1523,Apartment,124 m²,4,Ground floor,No,No,Yes,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,15 April 2024,23.250 kr.,1.345 kr.,69.750 kr.,23.250 kr.,117.595 kr.,15/02/2024,3770355,"Marmorvej, 2100 København, København Ø  - Ground floor"
1524,Apartment,90 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,15.000 kr.,1.000 kr.,45.000 kr.,15.000 kr.,76.000 kr.,15/02/2024,5419857,"Summerredvej, 2500 København, Valby  - 2nd floor"
1525,Apartment,86 m²,3,6th ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,14.750 kr.,900 kr.,29.500 kr.,14.750 kr.,59.900 kr.,15/02/2024,5419850,"C.F. Møllers Allé, 2300 København, København S  - 6th floor"
1526,Apartment,115 m²,3,6th ,No,No,No,Yes,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,22.500 kr.,,67.500 kr.,0 kr.,90.000 kr.,15/02/2024,5419837,"Gammel Kongevej, 1610 København, København V  - 6th floor"
1527,Apartment,45 m²,1,5th ,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,31 March 2024,11.200 kr.,750 kr.,33.600 kr.,11.200 kr.,56.750 kr.,15/02/2024,5226234,"Poul Bundgaards Vej, 2500 København, Valby  - 5th floor"
1528,Room,8.8 m²,1,1st ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,4.030 kr.,0 kr.,12.090 kr.,0 kr.,16.120 kr.,15/02/2024,5419798,"Arnesvej, 2700 København, Brønshøj  - 1st floor"
1529,Apartment,58 m²,2,1st ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,9.995 kr.,800 kr.,29.985 kr.,9.995 kr.,50.775 kr.,15/02/2024,5219493,"Stendraget, 2640 København, Hedehusene  - 1st floor"
1530,Apartment,76 m²,3,3rd ,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,1-11 months,As soon as possible,8.500 kr.,1.000 kr.,8.500 kr.,0 kr.,18.000 kr.,15/02/2024,5236318,"Cedervænget, 2830 København, Virum  - 3rd floor"
1531,Apartment,37 m²,1,2nd ,No,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,6.499 kr.,800 kr.,19.497 kr.,6.499 kr.,33.295 kr.,14/02/2024,5419716,"Frederikssundsvej, 2700 København, Brønshøj  - 2nd floor"
1532,Apartment,65 m²,2,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 September 2024,12.300 kr.,700 kr.,36.900 kr.,12.300 kr.,62.200 kr.,14/02/2024,5350137,"Dea Trier Mørchs Vej, 2300 København, København S  - Ground floor"
1533,House,138 m²,5,-,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,12-23 months,1 April 2024,34.000 kr.,,102.000 kr.,0 kr.,136.000 kr.,14/02/2024,5337307,"J. A. Schwartz Gade, 2100 København, København Ø "
1534,Apartment,35 m²,1,3rd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.400 kr.,400 kr.,25.200 kr.,8.400 kr.,42.400 kr.,14/02/2024,5419679,"Englandsvej, 2300 København, København S  - 3rd floor"
1535,Apartment,34 m²,1,3rd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.500 kr.,400 kr.,25.500 kr.,8.500 kr.,42.900 kr.,14/02/2024,5419678,"Englandsvej, 2300 København, København S  - 3rd floor"
1536,Apartment,68 m²,3,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13.950 kr.,700 kr.,41.850 kr.,13.950 kr.,70.450 kr.,14/02/2024,5419676,"Gertrude Steins Vej, 2300 København, København S  - 5th floor"
1537,Apartment,104 m²,4,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17.000 kr.,1.100 kr.,51.000 kr.,17.000 kr.,86.100 kr.,14/02/2024,5419675,"Gertrude Steins Vej, 2300 København, København S  - 3rd floor"
1538,Apartment,64 m²,2,5th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,12.400 kr.,800 kr.,37.200 kr.,12.400 kr.,62.800 kr.,14/02/2024,5146841,"Else Alfelts Vej, 2300 København, København S  - 5th floor"
1539,Apartment,73 m²,2,Ground floor,Yes,No,No,No,Not specified,Not specified,No,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,12.500 kr.,225 kr.,37.500 kr.,,50.225 kr.,14/02/2024,5419667,"Dalsø Park, 3500 København, Værløse  - Ground floor"
1540,Apartment,76 m²,2,11th ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,1-11 months,31 March 2024,17.000 kr.,500 kr.,17.000 kr.,17.000 kr.,51.500 kr.,14/02/2024,5384594,"Drechselsgade, 2300 København, København S  - 11th floor"
1541,Apartment,31 m²,1,2nd ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.800 kr.,400 kr.,23.400 kr.,7.800 kr.,39.400 kr.,14/02/2024,5419660,"Henriette Crones Gade, 2450 København, København SV  - 2nd floor"
1542,Apartment,79 m²,3,5th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.300 kr.,900 kr.,33.900 kr.,11.300 kr.,57.400 kr.,14/02/2024,5419659,"Spættevangen, 2635 København, Ishøj  - 5th floor"
1543,Apartment,34 m²,1,3rd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.500 kr.,8.500 kr.,25.500 kr.,400 kr.,42.900 kr.,14/02/2024,5419657,"Englandsvej, 2300 København, København S  - 3rd floor"
1544,Apartment,35 m²,1,4th ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,9.100 kr.,400 kr.,27.300 kr.,9.100 kr.,45.900 kr.,14/02/2024,5419656,"Englandsvej, 2300 København, København S  - 4th floor"
1545,Apartment,36 m²,1,1st ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8.600 kr.,8.600 kr.,8.600 kr.,450 kr.,26.250 kr.,14/02/2024,5419655,"Ulrik Birchs Allé, 2300 København, København S  - 1st floor"
1546,Apartment,71 m²,2,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 May 2024,9.940 kr.,995 kr.,29.820 kr.,9.940 kr.,50.695 kr.,14/02/2024,5419647,"Rønnebygade, 2630 København, Taastrup  - 3rd floor"
1547,Apartment,99 m²,4,Ground floor,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,14.850 kr.,1.000 kr.,44.550 kr.,14.850 kr.,75.250 kr.,14/02/2024,5419640,"Robert Jacobsens Vej, 2300 København, København S  - Ground floor"
1548,Apartment,31 m²,1,2nd ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.800 kr.,,23.400 kr.,7.800 kr.,39.000 kr.,14/02/2024,5419639,"Viola Nørløvs Gade, 2450 København, København SV  - 2nd floor"
1549,Apartment,31 m²,1,2nd ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.800 kr.,400 kr.,23.400 kr.,7.800 kr.,39.400 kr.,14/02/2024,5419638,"Viola Nørløvs Gade, 2450 København, København SV  - 2nd floor"
1550,Apartment,31 m²,1,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.350 kr.,400 kr.,22.050 kr.,7.350 kr.,37.150 kr.,14/02/2024,5419635,"Viola Nørløvs Gade, 2450 København, København SV  - 1st floor"
1551,Apartment,55 m²,2,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,9.700 kr.,650 kr.,29.100 kr.,9.700 kr.,49.150 kr.,14/02/2024,5419633,"Spættevangen, 2635 København, Ishøj  - 1st floor"
1552,Apartment,107 m²,5,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,14.300 kr.,1.250 kr.,42.900 kr.,14.300 kr.,72.750 kr.,14/02/2024,5419632,"Spættevangen, 2635 København, Ishøj  - 2nd floor"
1553,Apartment,146 m²,5,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,23.264 kr.,717 kr.,69.792 kr.,69.792 kr.,163.565 kr.,14/02/2024,5419615,"Dronningens Tværgade, 1302 København, København K  - 1st floor"
1554,Apartment,90 m²,3,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,15 May 2024,16.900 kr.,1.040 kr.,50.700 kr.,16.900 kr.,85.540 kr.,14/02/2024,5419600,"Hans Hedtofts Gade, 2300 København, København S  - 4th floor"
1555,Apartment,31 m²,1,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.750 kr.,400 kr.,23.250 kr.,7.750 kr.,39.150 kr.,14/02/2024,5419596,"Viola Nørløvs Gade, 2450 København, København SV  - 1st floor"
1556,Apartment,31 m²,1,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.750 kr.,150 kr.,23.250 kr.,7.750 kr.,38.900 kr.,14/02/2024,5419595,"Viola Nørløvs Gade, 2450 København, København SV  - 1st floor"
1557,Apartment,88 m²,3,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,12.700 kr.,950 kr.,38.100 kr.,12.700 kr.,64.450 kr.,14/02/2024,5419594,"Baltorpvej, 2750 København, Ballerup  - 2nd floor"
1558,Apartment,68 m²,2,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.200 kr.,800 kr.,33.600 kr.,11.200 kr.,56.800 kr.,14/02/2024,5419593,"Bornholms Allé, 2630 København, Taastrup  - 4th floor"
1559,Apartment,203 m²,6,Ground floor,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,-,24+ months,1 June 2024,28.900 kr.,1.900 kr.,86.700 kr.,0 kr.,117.500 kr.,14/02/2024,5339879,"Fredensvej, 2920 København, Charlottenlund  - Ground floor"
1560,Apartment,94 m²,3,5th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12.100 kr.,1.100 kr.,36.300 kr.,12.100 kr.,61.600 kr.,14/02/2024,5419592,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 5th floor"
1561,Apartment,81 m²,2,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.100 kr.,950 kr.,33.300 kr.,11.100 kr.,56.450 kr.,14/02/2024,5419591,"Bornholms Allé, 2630 København, Taastrup  - 4th floor"
1562,Apartment,90 m²,4,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,15 April 2024,12.150 kr.,995 kr.,36.450 kr.,12.150 kr.,61.745 kr.,14/02/2024,5419589,"Kirkebjerg Tværvej, 2605 København, Brøndby  - 3rd floor"
1563,Apartment,108 m²,3,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,14.200 kr.,1.000 kr.,28.400 kr.,0 kr.,43.600 kr.,14/02/2024,5399625,"Amalieparken, 2665 København, Vallensbæk Strand  - 3rd floor"
1564,Apartment,128 m²,4,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,16.700 kr.,1.350 kr.,50.100 kr.,16.700 kr.,84.850 kr.,14/02/2024,5419568,"Baltorpvej, 2750 København, Ballerup  - 2nd floor"
1565,Apartment,98 m²,4,6th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,30 April 2024,15.100 kr.,800 kr.,45.300 kr.,15.100 kr.,76.300 kr.,14/02/2024,5294440,"Gyngemose Parkvej, 2860 København, Søborg  - 6th floor"
1566,Apartment,42 m²,1,Ground floor,No,No,No,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 June 2024,8.995 kr.,500 kr.,26.985 kr.,8.995 kr.,45.475 kr.,14/02/2024,4152480,"Glentevej, 2400 København, København NV  - Ground floor"
1567,Apartment,78 m²,3,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 April 2024,10.900 kr.,800 kr.,32.700 kr.,10.900 kr.,55.300 kr.,14/02/2024,5419553,"Falsterbogade, 2630 København, Taastrup  - 2nd floor"
1568,Apartment,88 m²,3,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,12.400 kr.,1.000 kr.,37.200 kr.,12.400 kr.,63.000 kr.,14/02/2024,5419527,"Frøstjernestræde, 2640 København, Hedehusene  - 3rd floor"
1569,Apartment,104 m²,4,2nd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 May 2024,12.500 kr.,1.150 kr.,37.500 kr.,12.500 kr.,63.650 kr.,14/02/2024,5419526,"Frøstjernestræde, 2640 København, Hedehusene  - 2nd floor"
1570,Apartment,64 m²,2,Ground floor,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,9.950 kr.,750 kr.,29.850 kr.,9.950 kr.,50.500 kr.,14/02/2024,5419523,"Skolebakken, 2640 København, Hedehusene  - Ground floor"
1571,Apartment,35 m²,1,4th ,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,1 May 2024,8.250 kr.,550 kr.,24.750 kr.,8.250 kr.,41.800 kr.,14/02/2024,5419520,"Poppelstykket, 2450 København, København SV  - 4th floor"
1572,Apartment,71 m²,2,2nd ,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,Unlimited,1 May 2024,11.200 kr.,950 kr.,33.600 kr.,11.200 kr.,56.950 kr.,14/02/2024,5419519,"Bybuen, 2740 København, Skovlunde  - 2nd floor"
1573,Apartment,60 m²,2,2nd ,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,12.350 kr.,650 kr.,37.050 kr.,12.350 kr.,62.400 kr.,14/02/2024,5419517,"C.F. Møllers Allé, 2300 København, København S  - 2nd floor"
1574,Room,9 m²,1,3rd ,No,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,1-11 months,As soon as possible,6.000 kr.,0 kr.,16.200 kr.,6.000 kr.,28.200 kr.,14/02/2024,5419061,"Emma Gads Vej, 2300 København, København S  - 3rd floor"
1575,Apartment,131 m²,4,1st ,Yes,Yes,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,14.000 kr.,1.000 kr.,42.000 kr.,14.000 kr.,71.000 kr.,14/02/2024,5419422,"Søborg Hovedgade, 2870 København, Dyssegård  - 1st floor"
1576,Apartment,85 m²,3,3rd ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,-,12-23 months,1 June 2024,16.000 kr.,1.900 kr.,32.000 kr.,32.000 kr.,81.900 kr.,14/02/2024,4845307,"Fortunstræde, 1065 København, København K  - 3rd floor"
1577,Room,11 m²,1,4th ,Yes,No,No,No,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,4.536 kr.,464 kr.,5.000 kr.,5.000 kr.,15.000 kr.,13/02/2024,5419458,"Maltagade, 2300 København, København S  - 4th floor"
1578,Apartment,82 m²,4,1st ,No,No,No,Yes,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,12-23 months,As soon as possible,10.750 kr.,825 kr.,32.250 kr.,10.750 kr.,54.575 kr.,13/02/2024,5254936,"Cikoriegade, 2640 København, Hedehusene  - 1st floor"
1579,House,148 m²,5,-,Yes,Yes,Yes,No,No,No,Yes,Yes,Not specified,Yes,Not specified,Not specified,,12-23 months,As soon as possible,15.800 kr.,800 kr.,47.400 kr.,15.800 kr.,79.800 kr.,13/02/2024,5419351,"Brunsøvej, 3500 København, Værløse "
1580,Apartment,73 m²,2,2nd ,Yes,No,No,Yes,No,No,Yes,Yes,Not specified,Yes,Not specified,Not specified,-,12-23 months,As soon as possible,10.950 kr.,1.000 kr.,32.850 kr.,0 kr.,44.800 kr.,13/02/2024,3979120,"Nærum Hovedgade, 2850 København, Nærum  - 2nd floor"
1581,Apartment,106 m²,4,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,13.995 kr.,1.200 kr.,41.985 kr.,13.995 kr.,71.175 kr.,13/02/2024,5317405,"Mejsevangen, 2635 København, Ishøj  - 2nd floor"
1582,Apartment,86 m²,3,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,12.200 kr.,1.000 kr.,36.600 kr.,12.200 kr.,62.000 kr.,13/02/2024,5307247,"Mejsevangen, 2635 København, Ishøj  - 2nd floor"
1583,Apartment,29 m²,1,Ground floor,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,14 May 2024,7.400 kr.,735 kr.,22.200 kr.,7.400 kr.,37.735 kr.,13/02/2024,5419430,"Poul Reichhardts Vej, 2500 København, Valby  - Ground floor"
1584,Apartment,32 m²,1,6th ,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,14 May 2024,7.900 kr.,735 kr.,23.700 kr.,7.900 kr.,40.235 kr.,13/02/2024,5358573,"Gammel Køge Landevej, 2500 København, Valby  - 6th floor"
1585,Apartment,123 m²,4,-,No,No,Yes,Yes,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 May 2024,17.500 kr.,1.130 kr.,52.500 kr.,17.500 kr.,88.630 kr.,13/02/2024,5240038,"Gammel Køge Landevej, 2500 København, Valby "
1586,Apartment,150 m²,5,4th ,No,No,Yes,Yes,Not specified,Not specified,Yes,Not specified,Yes,Yes,Not specified,Yes,-,Unlimited,1 May 2024,25.950 kr.,1.600 kr.,77.850 kr.,25.950 kr.,131.350 kr.,13/02/2024,4081575,"Alliancevej, 2450 København, København SV  - 4th floor"
1587,Apartment,89 m²,3,Ground floor,No,Yes,Yes,Yes,No,No,Yes,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 April 2024,15.000 kr.,1.300 kr.,45.000 kr.,15.000 kr.,76.300 kr.,13/02/2024,5321960,"Niels Steensens Vej, 2820 København, Gentofte  - Ground floor"
1588,Apartment,90 m²,3,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 March 2024,16.400 kr.,900 kr.,48.900 kr.,16.400 kr.,82.600 kr.,13/02/2024,5273465,"Amager Strandvej, 2300 København, København S  - 3rd floor"
1589,Apartment,115 m²,4,2nd ,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,20.000 kr.,1.200 kr.,60.000 kr.,,81.200 kr.,13/02/2024,5419402,"Tom Krisensens Vej, 2300 København, København S  - 2nd floor"
1590,Apartment,86 m²,3,4th ,No,Yes,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,15 May 2024,13.800 kr.,800 kr.,41.400 kr.,13.800 kr.,69.800 kr.,13/02/2024,5419395,"Rødovre Port, 2610 København, Rødovre  - 4th floor"
1591,Apartment,91 m²,3,5th ,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12.900 kr.,1.000 kr.,38.700 kr.,12.900 kr.,65.500 kr.,13/02/2024,5400077,"Rønnebygade, 2630 København, Taastrup  - 5th floor"
1592,Apartment,33 m²,1,3rd ,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,-,Unlimited,As soon as possible,9.100 kr.,400 kr.,27.300 kr.,9.100 kr.,45.900 kr.,13/02/2024,5331984,"Amerikavej, 1756 København, København V  - 3rd floor"
1593,Apartment,100 m²,3,Ground floor,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,Unlimited,1 May 2024,12.900 kr.,1.224 kr.,38.700 kr.,12.900 kr.,65.724 kr.,13/02/2024,5419361,"Rolighedsvej, 2750 København, Ballerup  - Ground floor"
1594,Apartment,66 m²,2,Ground floor,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,Unlimited,1 May 2024,10.800 kr.,813 kr.,32.400 kr.,10.800 kr.,54.813 kr.,13/02/2024,5419360,"Rolighedsvej, 2750 København, Ballerup  - Ground floor"
1595,Apartment,107 m²,2,2nd ,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,18.000 kr.,1.200 kr.,54.000 kr.,,73.200 kr.,13/02/2024,5300851,"Nyhavn, 1051 København, København K  - 2nd floor"
1596,Apartment,84 m²,3,-,No,Yes,No,No,No,No,No,Yes,Yes,Not specified,Not specified,Not specified,,Unlimited,1 May 2024,12.000 kr.,2.000 kr.,28.000 kr.,12.000 kr.,54.000 kr.,13/02/2024,5419337,"Kornskyldvej, 2300 København, København S "
