,Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
1414,Apartment,64 m²,3,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,12.700 kr.,700 kr.,38.100 kr.,12.700 kr.,64.200 kr.,21/02/2024,5420989,"Halldór Laxness Vej, 2300 København, København S  - Ground floor"
1415,Apartment,124 m²,3,7th ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,12-23 months,1 October 2024,32.500 kr.,2.500 kr.,97.500 kr.,0 kr.,132.500 kr.,21/02/2024,5420987,"George Marshall Vej, 2450 København, København SV  - 7th floor"
1416,Apartment,131 m²,3,3rd ,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 July 2024,25.450 kr.,1.400 kr.,76.350 kr.,25.450 kr.,128.650 kr.,21/02/2024,4963305,"Amager Strandvej, 2300 København, København S  - 3rd floor"
1417,Room,15 m²,1,1st ,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,7.000 kr.,700 kr.,21.000 kr.,7.000 kr.,35.700 kr.,21/02/2024,5420893,"Holsteinsgade, 2100 København, København Ø  - 1st floor"
1418,Apartment,96 m²,3,3rd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 July 2024,14.500 kr.,900 kr.,43.500 kr.,14.500 kr.,73.400 kr.,21/02/2024,5420972,"Else Alfelts Vej, 2300 København, København S  - 3rd floor"
1419,Apartment,83 m²,3,Ground floor,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,Unlimited,15 May 2024,14.550 kr.,1.000 kr.,43.650 kr.,14.550 kr.,73.750 kr.,21/02/2024,4355054,"Dieselvej, 2450 København, København SV  - Ground floor"
1420,Apartment,109 m²,3,1st ,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 July 2024,19.700 kr.,1.199 kr.,59.100 kr.,19.700 kr.,99.699 kr.,21/02/2024,5367580,"Anker Heegaards Gade, 1572 København, København V  - 1st floor"
1421,Apartment,97 m²,2,Ground floor,No,No,No,Not specified,Yes,Not specified,Yes,Not specified,Yes,Yes,Not specified,Not specified,-,12-23 months,As soon as possible,16.900 kr.,900 kr.,50.700 kr.,16.900 kr.,85.400 kr.,21/02/2024,4574885,"Mariendalsvej, 2000 København, Frederiksberg  - Ground floor"
1422,Apartment,117 m²,3,3rd ,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Not specified,,Unlimited,1 May 2024,27.800 kr.,1.030 kr.,83.400 kr.,27.800 kr.,140.030 kr.,21/02/2024,5420956,"Ny Østergade, 1101 København, København K  - 3rd floor"
1423,Apartment,32.3 m²,1,1st ,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,Unlimited,1 April 2024,7.534 kr.,500 kr.,22.602 kr.,7.534 kr.,38.170 kr.,21/02/2024,5399585,"Theklavej, 2400 København, København NV  - 1st floor"
1424,Apartment,25 m²,1,2nd ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,,Unlimited,As soon as possible,6.600 kr.,650 kr.,19.800 kr.,6.600 kr.,33.650 kr.,21/02/2024,5403542,"Gl. Jernbanevej, 2800 København, Kongens Lyngby  - 2nd floor"
1425,Apartment,105 m²,4,1st ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,10 July 2024,14.300 kr.,1.000 kr.,42.900 kr.,14.300 kr.,72.500 kr.,21/02/2024,5420916,"Sydvestvej, 2600 København, Glostrup  - 1st floor"
1426,Apartment,86 m²,3,2nd ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,10 July 2024,12.300 kr.,800 kr.,36.900 kr.,12.300 kr.,62.300 kr.,21/02/2024,5420910,"Sydvestvej, 2600 København, Glostrup  - 2nd floor"
1427,Apartment,78 m²,2,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,10 July 2024,11.600 kr.,700 kr.,34.800 kr.,11.600 kr.,58.700 kr.,21/02/2024,5420906,"Sydvestvej, 2600 København, Glostrup  - Ground floor"
1428,Apartment,54 m²,1,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,10 July 2024,9.400 kr.,500 kr.,28.200 kr.,9.400 kr.,47.500 kr.,21/02/2024,5420903,"Sydvestvej, 2600 København, Glostrup  - 4th floor"
1429,Apartment,58 m²,2,18th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,15 May 2024,13.100 kr.,600 kr.,39.300 kr.,13.100 kr.,66.100 kr.,21/02/2024,5420866,"Ørestads Boulevard, 2300 København, København S  - 18th floor"
1430,Apartment,138 m²,4,7th ,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,,12-23 months,As soon as possible,29.900 kr.,1.000 kr.,89.700 kr.,29.900 kr.,150.500 kr.,21/02/2024,5420861,"Fortkaj, 2150 København, Nordhavn  - 7th floor"
1431,Room,14 m²,1,Ground floor,Yes,Yes,No,No,No,Yes,No,No,Not specified,Not specified,Not specified,Not specified,,24+ months,As soon as possible,6.000 kr.,0 kr.,6.000 kr.,6.000 kr.,18.000 kr.,21/02/2024,5420827,"Studsgaardsgade, 2100 København, København Ø  - Ground floor"
1432,Apartment,132 m²,4,4th ,Yes,No,No,Yes,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,43.000 kr.,2.000 kr.,129.000 kr.,129.000 kr.,303.000 kr.,21/02/2024,5385824,"Papirøen, 1436 København, København K  - 4th floor"
1433,Apartment,51 m²,1,2nd ,Yes,No,No,No,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,,12-23 months,As soon as possible,12.900 kr.,1.000 kr.,38.700 kr.,0 kr.,52.600 kr.,20/02/2024,5420815,"Brannersvej, 2920 København, Charlottenlund  - 2nd floor"
1434,Room,20 m²,1,-,No,No,No,No,No,No,No,No,Not specified,Yes,Not specified,Yes,,1-11 months,As soon as possible,6.000 kr.,0 kr.,6.000 kr.,6.000 kr.,18.000 kr.,20/02/2024,5420805,"Rolighedsvej, 1958 København, Frederiksberg C "
1435,Room,11 m²,1,1st ,No,Yes,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 May 2024,5.000 kr.,500 kr.,5.000 kr.,10.000 kr.,20.500 kr.,20/02/2024,5147256,"Viktoriagade, 1655 København, København V  - 1st floor"
1436,Room,30 m²,1,4th ,Yes,No,No,No,No,No,Yes,No,Not specified,Yes,Not specified,Yes,,1-11 months,As soon as possible,3.500 kr.,0 kr.,3.500 kr.,0 kr.,7.000 kr.,20/02/2024,5420650,"Romsdalsgade, 2300 København, København S  - 4th floor"
1437,House,183 m²,6,-,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,1 October 2024,15.500 kr.,1.500 kr.,15.500 kr.,0 kr.,32.500 kr.,20/02/2024,5416575,"Skandrups Alle, 3500 København, Værløse "
1438,Townhouse,109 m²,4,-,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,19.900 kr.,1.200 kr.,59.700 kr.,59.700 kr.,140.500 kr.,20/02/2024,4225222,"Øresundsvej, 2300 København, København S "
1439,Apartment,103 m²,4,3rd ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 May 2024,17.500 kr.,1.000 kr.,52.500 kr.,17.500 kr.,88.500 kr.,20/02/2024,5420777,"Teglholmens Østkaj, 2450 København, København SV  - 3rd floor"
1440,Apartment,40 m²,2,2nd ,Yes,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,,24+ months,1 June 2024,9.800 kr.,500 kr.,29.400 kr.,,39.700 kr.,20/02/2024,5420762,"Landskronagade, 2100 København, København Ø  - 2nd floor"
1441,Apartment,50 m²,1,1st ,No,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,,24+ months,As soon as possible,8.250 kr.,750 kr.,24.750 kr.,8.250 kr.,42.000 kr.,20/02/2024,5420759,"Hellerupvej, 2900 København, Hellerup  - 1st floor"
1442,Room,18 m²,1,5th ,Yes,No,No,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,-,1-11 months,As soon as possible,6.500 kr.,0 kr.,13.000 kr.,0 kr.,19.500 kr.,20/02/2024,5420755,"Vesterbrogade, 1620 København, København V  - 5th floor"
1443,Apartment,78 m²,2,-,No,No,No,Yes,Yes,Not specified,Yes,Yes,Yes,Not specified,Not specified,Not specified,-,Unlimited,15 April 2024,10.500 kr.,800 kr.,31.500 kr.,0 kr.,42.800 kr.,20/02/2024,4266068,"Lindehaven, 2630 København, Taastrup "
1444,Apartment,103 m²,4,3rd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,14.950 kr.,1.150 kr.,44.850 kr.,14.950 kr.,75.900 kr.,20/02/2024,5420039,"Børge Olsens Plads, 2610 København, Rødovre  - 3rd floor"
1445,Apartment,75 m²,2,6th ,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,1 June 2024,12.050 kr.,813 kr.,36.150 kr.,12.050 kr.,61.063 kr.,20/02/2024,5234197,"Ørestads Boulevard, 2300 København, København S  - 6th floor"
1446,Apartment,50 m²,2,2nd ,Yes,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,1 May 2024,12.900 kr.,600 kr.,38.700 kr.,,52.200 kr.,20/02/2024,4570358,"Knabrostræde, 1210 København, København K  - 2nd floor"
1447,Apartment,130 m²,3,-,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Not specified,Yes,,24+ months,1 May 2024,18.800 kr.,0 kr.,56.400 kr.,0 kr.,75.200 kr.,20/02/2024,3481000,"Kulsviervej, 2800 København, Kongens Lyngby "
1448,Room,11 m²,1,5th ,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,As soon as possible,8.000 kr.,0 kr.,16.000 kr.,8.000 kr.,32.000 kr.,20/02/2024,5420605,"Herluf Trolles Gade, 1052 København, København K  - 5th floor"
1449,Apartment,75 m²,2,Ground floor,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Yes,Yes,No,Yes,,Unlimited,1 April 2024,10.400 kr.,800 kr.,31.200 kr.,10.400 kr.,52.800 kr.,20/02/2024,5021718,"Skjeberg Allé, 2630 København, Taastrup  - Ground floor"
1450,Apartment,91 m²,3,Ground floor,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,,Unlimited,1 April 2024,12.400 kr.,1.000 kr.,37.200 kr.,12.400 kr.,63.000 kr.,20/02/2024,5420656,"Rønnebygade, 2630 København, Taastrup  - Ground floor"
1451,Apartment,87 m²,4,Ground floor,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,,Unlimited,1 May 2024,13.300 kr.,1.000 kr.,39.900 kr.,13.300 kr.,67.500 kr.,20/02/2024,5420654,"Rønnebygade, 2630 København, Taastrup  - Ground floor"
1452,Apartment,33 m²,1,2nd ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,7.900 kr.,940 kr.,23.700 kr.,7.900 kr.,40.440 kr.,20/02/2024,5420632,"Lyngby Hovedgade, 2800 København, Kongens Lyngby  - 2nd floor"
1453,Apartment,94 m²,4,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 April 2024,15.950 kr.,1.339 kr.,47.850 kr.,15.950 kr.,81.089 kr.,20/02/2024,5420619,"Ib Schønbergs Allé, 2500 København, Valby  - 3rd floor"
1454,Apartment,142 m²,4,3rd ,No,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,Unlimited,1 April 2024,20.500 kr.,2.500 kr.,60.000 kr.,20.000 kr.,103.000 kr.,20/02/2024,1304558,"Skindergade, 1159 København, København K  - 3rd floor"
1455,Apartment,92 m²,4,1st ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,15.000 kr.,950 kr.,45.000 kr.,15.000 kr.,75.950 kr.,20/02/2024,5420568,"Ørestads Boulevard, 2300 København, København S  - 1st floor"
1456,Apartment,122 m²,3,1st ,Yes,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,25.000 kr.,1.515 kr.,75.000 kr.,,101.515 kr.,20/02/2024,4513539,"Øster Allé, 2100 København, København Ø  - 1st floor"
1457,Apartment,114 m²,4,12th ,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,16.600 kr.,1.200 kr.,49.800 kr.,16.600 kr.,84.200 kr.,20/02/2024,5395587,"Ørestads Boulevard, 2300 København, København S  - 12th floor"
1458,Apartment,120 m²,5,3rd ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,18.100 kr.,1.250 kr.,54.300 kr.,18.100 kr.,91.750 kr.,20/02/2024,5420562,"Gertrude Steins Vej, 2300 København, København S  - 3rd floor"
1459,Room,10 m²,1,Ground floor,No,No,No,Yes,No,No,No,No,Yes,Yes,Not specified,Not specified,,Unlimited,1 May 2024,4.800 kr.,500 kr.,4.400 kr.,0 kr.,9.700 kr.,19/02/2024,5420454,"Frøbels Alle, 2000 København, Frederiksberg  - Ground floor"
1460,Room,14 m²,1,2nd ,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,-,Unlimited,1 September 2024,6.500 kr.,0 kr.,19.500 kr.,0 kr.,26.000 kr.,19/02/2024,5306679,"Gasværksvej, 1656 København, København V  - 2nd floor"
1461,Room,20 m²,1,3rd ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,1 April 2024,1.500 kr.,0 kr.,0 kr.,0 kr.,1.500 kr.,19/02/2024,5422699,"Øster Farimagsgade, 2100 København, København Ø  - 3rd floor"
1462,Apartment,253 m²,6,1st ,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,60.000 kr.,2.500 kr.,180.000 kr.,180.000 kr.,422.500 kr.,19/02/2024,5420496,"Trondhjemsgade, 2100 København, København Ø  - 1st floor"
1463,Apartment,86 m²,3,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.500 kr.,1.000 kr.,34.500 kr.,11.500 kr.,58.500 kr.,19/02/2024,5420494,"Spættevangen, 2635 København, Ishøj  - 1st floor"
1464,Apartment,59 m²,2,Ground floor,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,10.915 kr.,750 kr.,32.745 kr.,10.915 kr.,55.325 kr.,19/02/2024,5337432,"Richard Mortensens Vej, 2300 København, København S  - Ground floor"
1465,Apartment,145 m²,5,3rd ,Yes,Yes,No,No,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,1-11 months,21 April 2024,35.000 kr.,900 kr.,35.000 kr.,,70.900 kr.,19/02/2024,5420486,"Odensegade, 2100 København, København Ø  - 3rd floor"
1466,Apartment,69 m²,2,4th ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,10.005 kr.,995 kr.,30.015 kr.,10.005 kr.,51.020 kr.,19/02/2024,5353435,"Rønnebygade, 2630 København, Taastrup  - 4th floor"
1467,Apartment,197 m²,6,1st ,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,1 May 2024,35.000 kr.,1.500 kr.,105.000 kr.,0 kr.,141.500 kr.,19/02/2024,5420480,"Onsgårdsvej, 2900 København, Hellerup  - 1st floor"
1468,Apartment,94 m²,3,2nd ,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Not specified,,24+ months,As soon as possible,17.000 kr.,1.000 kr.,51.000 kr.,34.000 kr.,103.000 kr.,19/02/2024,5265763,"Mitchellsgade, 1568 København, København V  - 2nd floor"
1469,Apartment,131 m²,3,2nd ,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,2 April 2024,17.800 kr.,,53.400 kr.,,71.200 kr.,19/02/2024,3484900,"Ordrupvej, 2920 København, Charlottenlund  - 2nd floor"
1470,Apartment,74 m²,2,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,11.100 kr.,995 kr.,33.300 kr.,11.100 kr.,56.495 kr.,19/02/2024,5420473,"Kirkebjerg Parkvej, 2605 København, Brøndby  - 3rd floor"
1471,Apartment,113 m²,4,3rd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,15.820 kr.,1.200 kr.,47.460 kr.,15.820 kr.,80.300 kr.,19/02/2024,5420467,"Robert Jacobsens Vej, 2300 København, København S  - 3rd floor"
1472,Apartment,92 m²,3,4th ,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,1 April 2024,16.050 kr.,1.030 kr.,48.150 kr.,16.050 kr.,81.280 kr.,19/02/2024,5420465,"Artillerivej, 2300 København, København S  - 4th floor"
1473,Apartment,65 m²,2,1st ,Yes,No,No,No,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,,1-11 months,30 August 2024,13.000 kr.,750 kr.,26.000 kr.,0 kr.,39.750 kr.,19/02/2024,5275979,"Wilkensvej, 2000 København, Frederiksberg  - 1st floor"
1474,Apartment,102 m²,4,1st ,No,No,Yes,No,Not specified,Not specified,No,Yes,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,22.500 kr.,1.200 kr.,67.500 kr.,22.500 kr.,113.700 kr.,19/02/2024,5370306,"Wilders Plads, 1403 København, København K  - 1st floor"
1475,Apartment,128 m²,4,5th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 May 2024,14.720 kr.,1.200 kr.,44.160 kr.,14.720 kr.,74.800 kr.,19/02/2024,5420448,"Margrethevænget, 2665 København, Vallensbæk Strand  - 5th floor"
1476,Apartment,105 m²,3,2nd ,No,No,Yes,No,Not specified,Not specified,No,Yes,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,22.000 kr.,1.150 kr.,66.000 kr.,22.000 kr.,111.150 kr.,19/02/2024,5420422,"Strandgade, 1401 København, København K  - 2nd floor"
1477,Apartment,88 m²,3,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.500 kr.,950 kr.,37.500 kr.,12.500 kr.,63.450 kr.,19/02/2024,5420416,"Baltorpvej, 2750 København, Ballerup  - 1st floor"
1478,Apartment,36 m²,1,1st ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,1 May 2024,8.400 kr.,300 kr.,25.200 kr.,8.400 kr.,42.300 kr.,19/02/2024,5420396,"Teglholmsgade, 2450 København, København SV  - 1st floor"
1479,Apartment,79 m²,3,1st ,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,15 May 2024,11.900 kr.,700 kr.,35.700 kr.,11.900 kr.,60.200 kr.,19/02/2024,5163388,"Møllevangen, 2610 København, Rødovre  - 1st floor"
1480,Apartment,116 m²,3,8th ,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,,24+ months,As soon as possible,25.000 kr.,0 kr.,75.000 kr.,0 kr.,100.000 kr.,19/02/2024,5420238,"Amager Strandvej, 2300 København, København S  - 8th floor"
1481,Apartment,70 m²,2,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 June 2024,13.950 kr.,1.000 kr.,41.850 kr.,13.950 kr.,70.750 kr.,19/02/2024,5420366,"Lindgreens Allé, 2300 København, København S  - 1st floor"
1482,Apartment,108 m²,2,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,12-23 months,As soon as possible,18.000 kr.,1.100 kr.,37.000 kr.,18.000 kr.,74.100 kr.,19/02/2024,5420172,"Pakhusvej, 2100 København, København Ø  - 2nd floor"
1483,Apartment,79 m²,2,2nd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 June 2024,13.950 kr.,900 kr.,41.850 kr.,13.950 kr.,70.650 kr.,19/02/2024,5300615,"Lindgreens Allé, 2300 København, København S  - 2nd floor"
1484,Apartment,78 m²,2,1st ,Yes,No,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,15 April 2024,10.500 kr.,,31.500 kr.,10.500 kr.,52.500 kr.,19/02/2024,5424953,"L.I. Brandes Alle, 1956 København, Frederiksberg C  - 1st floor"
1485,Room,7 m²,1,1st ,Yes,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,3.996 kr.,995 kr.,4.991 kr.,4.991 kr.,14.973 kr.,19/02/2024,5384862,"Kastruplundgade, 2770 København, Kastrup  - 1st floor"
1486,Room,9 m²,1,4th ,No,Yes,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,3.500 kr.,0 kr.,3.500 kr.,3.500 kr.,10.500 kr.,19/02/2024,5186205,"Charlotte Muncks Vej, 2400 København, København NV  - 4th floor"
1487,Apartment,104 m²,4,1st ,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 April 2024,27.000 kr.,2.000 kr.,27.000 kr.,27.000 kr.,83.000 kr.,19/02/2024,5420202,"Skovbovænget, 3500 København, Værløse  - 1st floor"
1488,Apartment,52 m²,2,2nd ,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Not specified,,1-11 months,1 April 2024,11.500 kr.,0 kr.,8.000 kr.,0 kr.,19.500 kr.,19/02/2024,5364161,"Florensvej, 2300 København, København S  - 2nd floor"
1489,House,104 m²,5,-,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,25.600 kr.,1.200 kr.,76.800 kr.,0 kr.,103.600 kr.,19/02/2024,5417553,"Tårnbyvej, 2770 København, Kastrup "
1490,Apartment,73 m²,2,4th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,11.100 kr.,800 kr.,33.300 kr.,0 kr.,45.200 kr.,19/02/2024,5420285,"Elektronikvej, 2605 København, Brøndby  - 4th floor"
1491,Apartment,60 m²,2,1st ,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Not specified,Not specified,Not specified,,1-11 months,5 April 2024,14.990 kr.,399 kr.,14.600 kr.,0 kr.,29.989 kr.,18/02/2024,5245754,"Gammel Vartov Vej, 2900 København, Hellerup  - 1st floor"
1492,Apartment,127 m²,4,-,Yes,No,No,Yes,Not specified,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,1 June 2024,23.800 kr.,850 kr.,71.400 kr.,23.800 kr.,119.850 kr.,18/02/2024,4951860,"Alliancevej, 2450 København, København SV "
1493,Room,15 m²,1,Ground floor,No,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Yes,,1-11 months,As soon as possible,6.000 kr.,300 kr.,18.000 kr.,6.000 kr.,30.300 kr.,18/02/2024,4628814,"Sølvgade, 1307 København, København K  - Ground floor"
1494,Apartment,116 m²,4,1st ,No,No,No,Yes,No,No,No,No,Yes,Yes,Not specified,Yes,-,24+ months,As soon as possible,19.900 kr.,800 kr.,39.800 kr.,39.800 kr.,100.300 kr.,18/02/2024,5420229,"Oscar Pettifords Vej, 2450 København, København SV  - 1st floor"
1495,Apartment,397 m²,8,3rd ,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,80.000 kr.,,240.000 kr.,80.000 kr.,400.000 kr.,18/02/2024,5420234,"Stockholmsgade, 2100 København, København Ø  - 3rd floor"
1496,Apartment,92 m²,3,3rd ,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,12-23 months,15 June 2024,28.500 kr.,0 kr.,57.000 kr.,28.500 kr.,114.000 kr.,18/02/2024,5420190,"Dunkerquegade, 2150 København, Nordhavn  - 3rd floor"
1497,Room,10 m²,1,2nd ,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Not specified,Not specified,,12-23 months,As soon as possible,5.500 kr.,0 kr.,16.500 kr.,5.500 kr.,27.500 kr.,18/02/2024,5420191,"Nygårdsvej, 2100 København, København Ø  - 2nd floor"
1498,Room,14 m²,1,-,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,-,12-23 months,As soon as possible,3.500 kr.,500 kr.,10.500 kr.,0 kr.,14.500 kr.,17/02/2024,4946065,"Solhøjvej, 2640 København, Hedehusene "
1499,Room,14 m²,1,1st ,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,,12-23 months,15 April 2024,4.500 kr.,684 kr.,9.000 kr.,0 kr.,14.184 kr.,17/02/2024,4820581,"Lundtoftevej, 2800 København, Kongens Lyngby  - 1st floor"
1500,Room,12 m²,1,Ground floor,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,4.500 kr.,0 kr.,4.500 kr.,0 kr.,9.000 kr.,17/02/2024,5420028,"Højstrupparken, 2665 København, Vallensbæk Strand  - Ground floor"
1501,Apartment,111 m²,4,2nd ,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,1-11 months,As soon as possible,22.725 kr.,0 kr.,0 kr.,0 kr.,22.725 kr.,16/02/2024,5420091,"Enghavevej, 1674 København, København V  - 2nd floor"
1502,Apartment,116 m²,5,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,15.300 kr.,1.300 kr.,15.300 kr.,15.300 kr.,47.200 kr.,16/02/2024,5420087,"Baneleddet, 2600 København, Glostrup  - 5th floor"
1503,Apartment,34 m²,1,1st ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,-,Unlimited,1 June 2024,8.950 kr.,500 kr.,26.850 kr.,8.950 kr.,45.250 kr.,16/02/2024,5420084,"Strynøgade, 2100 København, København Ø  - 1st floor"
1504,Apartment,36 m²,1,1st ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,-,Unlimited,1 May 2024,8.950 kr.,500 kr.,26.850 kr.,8.950 kr.,45.250 kr.,16/02/2024,5420083,"Strynøgade, 2100 København, København Ø  - 1st floor"
1505,Apartment,111 m²,5,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,15.100 kr.,1.300 kr.,15.100 kr.,15.100 kr.,46.600 kr.,16/02/2024,5420073,"Baneleddet, 2600 København, Glostrup  - 4th floor"
