Property type,Rooms,Floor,Furnished,Balcony,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,district
Apartment,4,5,No,Yes,2024-07-01,15900,1600,31800,15900,65200,2024-02-29,Amager Vest
Apartment,1,3,Yes,Yes,2024-03-31,9000,400,18000,9000,36400,2024-02-29,Amager Vest
Apartment,4,2,No,No,2024-05-01,14175,1137,42525,14175,72012,2024-02-29,Amager Vest
Apartment,3,6,No,Yes,2024-04-30,13600,900,40800,13600,68900,2024-02-29,Amager Vest
Apartment,1,1,No,Yes,2024-04-30,8600,400,25800,8600,43400,2024-02-29,Amager Vest
Apartment,2,0,No,Yes,2024-06-01,11750,700,35250,11750,59450,2024-02-29,Amager Vest
Apartment,2,5,No,Yes,2024-04-15,12600,800,37800,12600,63800,2024-02-29,Amager Vest
Room,1,3,No,Yes,2024-04-01,6113,0,18340,6113,30567,2024-02-28,Amager Øst
Apartment,2,3,No,Yes,2024-05-31,12400,550,37200,12400,62550,2024-02-28,Amager Vest
Apartment,2,1,No,No,2024-06-01,11100,1050,33300,11100,56550,2024-02-28,Amager Vest
Apartment,3,3,No,Yes,2024-05-01,14400,950,43200,14400,72950,2024-02-27,Amager Vest
Apartment,4,1,No,Yes,2024-06-01,14950,950,44850,14950,75700,2024-02-28,Amager Vest
Apartment,1,3,Yes,No,2024-04-01,10500,585,21000,0,32085,2024-02-28,Amager Vest
Apartment,2,3,No,Yes,2024-07-01,12000,1050,24000,12000,49050,2024-02-28,Amager Vest
Apartment,1,6,No,No,2024-04-01,10000,585,20000,0,30585,2024-02-28,Amager Vest
Apartment,4,2,No,Yes,2024-06-01,14300,950,42900,14300,72450,2024-02-28,Amager Vest
Apartment,2,4,No,Yes,2024-05-01,12700,600,38100,12700,64100,2024-02-28,Amager Vest
Apartment,4,2,No,Yes,2024-05-01,15400,950,46200,15400,77950,2024-02-28,Amager Vest
Apartment,2,8,No,Yes,2024-05-01,12950,713,38850,12950,65463,2024-02-27,Amager Vest
Apartment,2,5,No,Yes,2024-04-01,13200,783,39600,13200,66783,2024-02-27,Amager Vest
Apartment,2,2,No,Yes,2024-04-01,12900,600,38700,12900,65100,2024-02-27,Amager Vest
Apartment,2,2,No,Yes,2024-04-01,12500,600,37500,12500,63100,2024-02-27,Amager Vest
Apartment,1,0,No,No,2024-07-01,10500,1000,13000,10500,35000,2024-02-27,Amager Vest
Apartment,3,6,No,Yes,2024-05-31,34000,1500,102000,34000,171500,2024-02-27,Amager Vest
Apartment,3,6,No,Yes,2024-06-01,14775,1138,44325,14775,75013,2024-02-27,Amager Vest
Apartment,3,3,No,Yes,2024-04-30,14300,850,42900,14300,72350,2024-02-27,Amager Vest
Apartment,3,2,No,Yes,2024-05-31,14200,850,42600,14200,71850,2024-02-27,Amager Vest
Apartment,4,2,No,Yes,2024-05-01,17950,1100,53850,17950,90850,2024-02-27,Amager Øst
Apartment,2,9,No,Yes,2024-05-01,14250,943,42750,14250,72193,2024-02-27,Amager Vest
Apartment,1,3,No,Yes,2024-04-30,7900,400,23700,7900,39900,2024-02-27,Amager Vest
Apartment,1,2,No,Yes,2024-04-30,7800,400,23400,7800,39400,2024-02-27,Amager Vest
Room,1,0,Yes,Yes,2024-06-01,5700,700,6400,5700,18500,2024-02-27,Amager Vest
Apartment,4,10,No,Yes,2024-04-30,16800,1050,50400,16800,85050,2024-02-26,Amager Vest
Apartment,3,0,No,Yes,2024-04-01,13093,1100,39279,13093,66565,2024-02-26,Amager Vest
Apartment,2,3,No,Yes,2024-04-01,12792,800,38376,12792,64760,2024-02-26,Amager Vest
Apartment,3,1,No,Yes,2024-04-01,13728,1200,41184,13728,69840,2024-02-26,Amager Vest
Apartment,1,0,Yes,Yes,2024-03-31,9000,400,18000,9000,36400,2024-02-22,Amager Vest
Apartment,4,2,No,Yes,2024-05-01,14716,1200,44148,14716,74780,2024-02-26,Amager Vest
Apartment,3,1,No,Yes,2024-05-01,13364,1200,40092,13364,68020,2024-02-26,Amager Vest
Apartment,4,4,No,Yes,2024-04-01,16900,1000,50700,0,68600,2024-02-25,Amager Vest
Apartment,3,3,No,Yes,2024-05-01,15900,1000,47700,15900,80500,2024-02-23,Amager Øst
Apartment,3,1,No,Yes,2024-04-15,16500,1100,49500,16500,83600,2024-02-23,Amager Øst
Apartment,3,1,No,Yes,2024-06-01,16250,1100,48750,16250,82350,2024-02-23,Amager Øst
Apartment,3,3,No,No,2024-06-01,14100,1000,42300,14100,71500,2024-02-23,Amager Vest
Apartment,2,2,No,Yes,2024-06-01,12950,704,38850,12950,65454,2024-02-23,Amager Vest
Apartment,5,0,No,No,2024-07-01,17300,1750,34600,17300,70950,2024-02-23,Amager Vest
Apartment,1,0,No,No,2024-07-01,10200,850,20400,10200,41650,2024-02-23,Amager Vest
Apartment,4,2,No,Yes,2024-07-01,15600,1600,31200,15600,64000,2024-02-23,Amager Vest
Apartment,1,0,No,No,2024-07-01,10500,850,21000,10500,42850,2024-02-23,Amager Vest
Apartment,2,2,No,Yes,2024-03-31,13900,600,41700,13900,70100,2024-02-22,Amager Øst
Apartment,3,4,No,Yes,2024-04-30,16400,850,49200,16400,82850,2024-02-22,Amager Øst
Apartment,2,4,No,Yes,2024-03-31,12650,550,37950,12650,63800,2024-02-22,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,8200,400,24600,8200,41400,2024-02-22,Amager Vest
Apartment,1,1,No,Yes,2024-04-30,8300,400,24900,8300,41900,2024-02-22,Amager Vest
Apartment,4,10,No,Yes,2024-04-01,14600,1225,43800,14600,74225,2024-02-22,Amager Vest
Room,1,3,No,No,2024-04-15,6069,520,18207,6069,30865,2024-02-22,Amager Vest
Apartment,4,1,No,Yes,2024-07-14,14500,,43500,14500,72500,2024-02-21,Amager Vest
Apartment,3,5,No,Yes,2024-04-30,14600,850,43800,14600,73850,2024-02-21,Amager Vest
Apartment,3,0,No,Yes,2024-04-30,12700,700,38100,12700,64200,2024-02-21,Amager Vest
Apartment,3,3,No,Yes,2024-07-01,25450,1400,76350,25450,128650,2024-02-21,Amager Øst
Apartment,3,3,No,Yes,2024-07-15,14500,900,43500,14500,73400,2024-02-21,Amager Vest
Apartment,2,18,No,Yes,2024-05-15,13100,600,39300,13100,66100,2024-02-21,Amager Vest
Apartment,2,6,No,Yes,2024-06-01,12050,813,36150,12050,61063,2024-02-20,Amager Vest
Apartment,4,3,No,Yes,2024-06-01,15820,1200,47460,15820,80300,2024-02-19,Amager Vest
Apartment,3,4,No,Yes,2024-04-01,16050,1030,48150,16050,81280,2024-02-19,Amager Vest
Apartment,2,1,No,Yes,2024-06-01,13950,1000,41850,13950,70750,2024-02-19,Amager Øst
Apartment,2,2,No,Yes,2024-06-01,13950,900,41850,13950,70650,2024-02-19,Amager Øst
Apartment,2,2,Yes,Yes,2024-04-01,11500,0,8000,0,19500,2024-02-19,Amager Øst
Apartment,2,0,No,Yes,2024-09-30,12300,700,36900,12300,62200,2024-02-14,Amager Vest
Apartment,1,3,No,Yes,2024-04-30,8500,400,25500,8500,42900,2024-02-14,Amager Vest
Apartment,2,5,No,Yes,2024-06-01,12400,800,37200,12400,62800,2024-02-14,Amager Vest
Apartment,2,11,Yes,Yes,2024-03-31,17000,500,17000,17000,51500,2024-02-14,Amager Vest
Apartment,1,3,No,Yes,2024-04-30,8500,8500,25500,400,42900,2024-02-14,Amager Vest
Apartment,1,1,No,Yes,2024-04-30,8600,8600,8600,450,26250,2024-02-14,Amager Vest
Apartment,4,0,No,Yes,2024-05-01,14850,1000,44550,14850,75250,2024-02-14,Amager Vest
Apartment,3,4,No,Yes,2024-05-15,16900,1040,50700,16900,85540,2024-02-14,Amager Vest
Apartment,4,3,No,Yes,2024-04-30,18900,1100,56700,18900,95600,2024-02-12,Amager Øst
Apartment,2,2,No,Yes,2024-05-01,12350,650,37050,12350,62400,2024-02-14,Amager Vest
Apartment,3,3,No,Yes,2024-03-31,16400,900,48900,16400,82600,2024-02-13,Amager Øst
Apartment,3,0,No,No,2024-05-01,12000,2000,28000,12000,54000,2024-02-13,Amager Vest
Room,1,4,No,Yes,2024-04-01,5500,0,8000,0,13500,2024-02-11,Amager Øst
Apartment,2,2,No,Yes,2024-04-30,19500,1000,58500,19500,98500,2024-02-09,Amager Vest
Apartment,4,1,No,Yes,2024-04-03,17400,1198,52200,17400,88198,2024-02-09,Amager Øst
Apartment,2,4,Yes,Yes,2024-05-19,23500,1500,47000,0,72000,2024-02-08,Amager Vest
Apartment,4,9,No,Yes,2024-04-01,20150,1470,60450,20150,102220,2024-02-08,Amager Vest
Apartment,1,2,No,Yes,2024-04-30,8900,450,26700,8900,44950,2024-02-08,Amager Vest
Apartment,1,2,No,Yes,2024-04-30,8700,400,26100,8700,43900,2024-02-08,Amager Vest
Apartment,1,3,No,Yes,2024-04-30,8500,400,25500,8500,42900,2024-02-08,Amager Vest
Townhouse,5,0,No,Yes,2024-04-01,19000,1300,57000,19000,96300,2024-02-08,Amager Vest
Apartment,1,0,No,Yes,2024-05-01,12900,650,38700,12900,65150,2024-02-07,Amager Øst
Apartment,3,2,No,Yes,2024-05-01,17250,1150,51750,17250,87400,2024-02-07,Amager Øst
Apartment,3,13,Yes,No,2024-04-01,24900,1100,74700,0,100700,2024-02-06,Amager Vest
Room,1,10,No,Yes,2024-04-02,5355,234,0,5355,10944,2024-02-05,Amager Vest
Room,1,4,No,Yes,2024-04-01,6500,0,6500,6500,19500,2024-02-04,Amager Vest
Apartment,4,2,No,Yes,2024-04-30,15900,850,47700,15900,80350,2024-02-02,Amager Vest
Apartment,2,0,No,No,2024-05-01,12900,650,38700,12900,65150,2024-02-02,Amager Vest
Apartment,1,2,No,No,2024-04-15,12500,5850,37500,12500,68350,2024-02-02,Amager Øst
Apartment,3,0,No,No,2024-05-01,15950,1400,47850,,65200,2024-02-02,Amager Vest
Apartment,1,4,No,Yes,2024-05-01,14500,585,43500,14500,73085,2024-02-01,Amager Øst
Apartment,3,10,No,Yes,2024-05-01,14600,800,43800,14600,73800,2024-02-01,Amager Vest
Apartment,3,4,No,Yes,2024-05-01,13625,1051,40875,13625,69176,2024-01-31,Amager Vest
Apartment,2,0,No,Yes,2024-05-01,12300,800,36900,12300,62300,2024-01-31,Amager Vest
Apartment,5,0,No,No,2024-05-01,16500,1300,49500,16500,83800,2024-01-31,Amager Vest
Apartment,4,1,No,Yes,2024-05-15,16995,800,50985,16995,85775,2024-01-30,Amager Øst
Apartment,2,7,No,Yes,2024-05-01,13075,801,39225,13075,66176,2024-01-30,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,8900,400,26700,8900,44900,2024-01-30,Amager Vest
Room,1,3,Yes,Yes,2024-04-03,6200,300,12400,6200,25100,2024-01-30,Amager Øst
Apartment,1,0,No,Yes,2024-04-30,8600,400,25800,8600,43400,2024-01-30,Amager Vest
Apartment,1,3,No,Yes,2024-05-15,11250,650,33750,11250,56900,2024-01-29,Amager Øst
Townhouse,5,0,No,Yes,2024-05-01,16725,1416,50175,16724,85041,2024-01-29,Amager Vest
Apartment,2,1,No,Yes,2024-04-30,12200,550,36600,12200,61550,2024-01-28,Amager Vest
Apartment,3,4,No,Yes,2024-04-30,14950,950,44850,14950,75700,2024-01-28,Amager Vest
Apartment,4,2,No,Yes,2024-04-30,14900,,44700,14900,74500,2024-01-25,Amager Vest
Apartment,2,1,Yes,Yes,2024-07-15,11500,1000,11500,11500,35500,2024-01-25,Amager Øst
Apartment,2,0,No,Yes,2024-04-01,11800,800,35400,11800,59800,2024-01-24,Amager Vest
Apartment,5,2,No,No,2024-06-01,16700,1000,50100,16700,84500,2024-01-24,Amager Vest
Townhouse,3,0,No,No,2024-05-01,14800,900,44400,14800,74900,2024-01-23,Amager Vest
Apartment,1,0,No,Yes,2024-04-30,8600,450,25800,8600,43450,2024-01-22,Amager Vest
Apartment,1,2,No,Yes,2024-04-30,8300,400,24900,8300,41900,2024-01-22,Amager Vest
Apartment,4,3,Yes,Yes,2024-05-01,19000,1000,57000,0,77000,2024-01-21,Amager Vest
Apartment,1,3,No,Yes,2024-04-01,10800,850,32400,10800,54850,2024-01-19,Amager Vest
Apartment,2,2,No,Yes,2024-04-01,13995,1000,41985,13995,70975,2024-01-18,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,10100,500,30300,10100,51000,2024-01-15,Amager Vest
Apartment,1,2,No,Yes,2024-04-30,8700,400,26100,8700,43900,2024-01-15,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,11900,600,35700,11900,60100,2024-01-15,Amager Vest
Apartment,3,0,No,Yes,2024-04-01,12600,1200,37800,12600,64200,2024-01-15,Amager Vest
Apartment,5,2,No,No,2024-04-01,16700,1000,50100,16700,84500,2024-01-15,Amager Vest
Apartment,2,2,No,No,2024-05-01,13500,800,40500,,54800,2024-01-12,Amager Øst
Apartment,1,4,No,Yes,2024-04-30,8400,400,25200,8400,42400,2023-12-07,Amager Vest
Apartment,1,3,No,Yes,2024-03-31,16950,1000,50850,16950,85750,2024-01-09,Amager Vest
Apartment,1,0,No,Yes,2024-04-30,8600,400,25800,8600,43400,2024-01-08,Amager Vest
Apartment,1,2,No,Yes,2024-04-30,9900,550,29700,9900,50050,2024-01-08,Amager Vest
Apartment,1,0,No,Yes,2024-04-30,8600,400,25800,8600,43400,2024-01-08,Amager Vest
Apartment,3,3,No,Yes,2024-03-31,14500,1000,43500,14500,73500,2024-01-07,Amager Øst
Room,1,0,No,No,2024-04-01,5000,0,10000,0,15000,2024-01-05,Amager Øst
Apartment,2,4,No,Yes,2024-03-31,12950,600,38850,12950,65350,2024-01-04,Amager Vest
Apartment,4,4,No,Yes,2024-04-14,15550,,46650,15550,77750,2024-01-04,Amager Vest
Apartment,2,4,No,Yes,2024-03-31,20950,1000,62850,20950,105750,2024-01-04,Amager Vest
Apartment,3,4,No,Yes,2024-03-31,13700,700,41100,13700,69200,2024-01-03,Amager Vest
Apartment,4,10,No,Yes,2024-11-03,45000,0,135000,45000,225000,2024-01-03,Amager Vest
Apartment,3,2,No,Yes,2024-04-15,14400,1084,43200,14400,73084,2023-12-28,Amager Vest
Apartment,3,8,No,Yes,2024-04-01,15225,775,45675,16000,77675,2023-12-27,Amager Vest
Apartment,1,0,No,Yes,2024-04-30,7800,400,23400,7800,39400,2023-12-20,Amager Vest
Apartment,2,1,No,Yes,2024-04-01,13950,950,41850,13950,70700,2023-12-19,Amager Øst
Apartment,4,0,No,Yes,2024-05-01,15100,950,45300,15100,76450,2023-12-18,Amager Vest
Apartment,1,1,No,No,2024-04-15,9900,585,29700,9900,50085,2023-12-15,Amager Øst
Apartment,1,0,No,Yes,2024-04-30,7800,400,23400,7800,39400,2023-12-15,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,8800,400,26400,8800,44400,2023-12-15,Amager Vest
Room,1,6,Yes,Yes,2024-04-03,7600,500,15200,7600,30900,2023-12-13,Amager Øst
Apartment,3,6,No,Yes,2024-05-31,26000,0,52000,26000,104000,2023-12-13,Amager Vest
Apartment,2,1,No,Yes,2024-04-30,10700,600,32100,10700,54100,2023-12-07,Amager Vest
Apartment,1,1,No,Yes,2024-04-30,8600,450,25800,8600,43450,2023-12-07,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,10000,450,30000,10000,50450,2023-12-07,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,10400,500,31200,10400,52500,2023-12-07,Amager Vest
Apartment,1,0,No,Yes,2024-04-30,8600,400,25800,8600,43400,2023-12-07,Amager Vest
Room,1,0,Yes,Yes,2024-06-01,6000,0,6000,0,12000,2023-11-28,Amager Vest
Townhouse,3,0,No,Yes,2024-04-01,18950,1100,56850,18950,95850,2024-03-14,Valby
Apartment,3,2,No,Yes,2024-08-31,13665,700,40995,13665,69025,2023-10-27,Amager Vest
Apartment,2,0,No,Yes,2024-03-31,12000,550,36000,12000,60550,2023-09-08,Amager Vest
Apartment,4,4,No,Yes,2024-07-15,18500,1750,55500,,75750,2023-08-16,Amager Vest
Apartment,2,1,No,Yes,2024-07-01,13950,600,41850,13950,70350,2024-03-19,Amager Øst
Apartment,1,0,No,Yes,2024-04-30,8600,,25800,8600,43000,2024-03-18,Amager Vest
Apartment,1,4,No,Yes,2024-04-30,9100,400,27300,9100,45900,2024-02-14,Amager Vest
Apartment,2,1,Yes,Yes,2024-06-01,10900,1500,21800,10900,45100,2024-02-03,Amager Øst
Apartment,4,1,No,Yes,2024-05-01,18850,1029,56550,18850,95279,2024-02-05,Valby
Apartment,1,2,No,No,2024-05-31,10900,250,32700,10900,54750,2024-02-02,Valby
Apartment,1,1,Yes,No,2024-04-03,9500,550,19000,9500,38550,2022-10-13,Amager Vest
Apartment,1,2,No,No,2024-05-01,8200,550,24600,8200,41550,2024-03-16,Vesterbro-Kongens Enghave
Room,1,3,Yes,No,2024-04-01,6900,0,20700,6900,34500,2024-03-18,Indre By
Room,1,2,Yes,No,2024-04-01,4000,500,4500,4500,13500,2024-03-07,Brønshøj-Husum
Apartment,1,5,No,Yes,2024-04-30,7800,735,23400,7800,39735,2024-02-07,Valby
Apartment,1,20,Yes,Yes,2024-05-01,9800,798,19600,0,30198,2024-03-04,Vesterbro-Kongens Enghave
Apartment,1,19,Yes,Yes,2024-07-01,9750,798,19500,0,30048,2024-02-22,Vesterbro-Kongens Enghave
Apartment,5,3,No,Yes,2024-05-01,17750,750,53250,17750,89500,2024-02-01,Valby
House,3,0,No,No,2024-04-01,14200,500,42600,14200,71500,2024-03-12,Nørrebro
Room,1,1,No,Yes,2024-04-01,6000,0,18000,6000,30000,2024-03-21,Østerbro
Apartment,1,0,No,Yes,2024-06-01,8850,400,26550,8850,44650,2024-03-21,Nørrebro
Apartment,3,4,Yes,No,2024-04-01,18900,1250,56700,0,76850,2024-03-21,Indre By
Apartment,1,1,No,No,2024-04-30,7800,750,23400,7800,39750,2024-03-21,Vanløse
Apartment,4,0,No,No,2024-04-15,19700,900,59100,39400,119100,2024-03-21,Østerbro
Apartment,3,3,No,Yes,2024-04-01,21000,550,63000,,84550,2024-03-20,Indre By
Apartment,2,0,No,No,2024-06-01,13950,500,41850,0,56300,2024-03-20,Østerbro
Apartment,3,2,No,Yes,2024-05-31,20800,1000,62400,20800,105000,2024-03-20,Østerbro
Room,1,2,No,No,2024-04-01,6400,0,6400,6400,19200,2024-03-20,Østerbro
Apartment,1,4,No,No,2024-04-01,4700,0,4700,4700,14100,2024-03-20,Vesterbro-Kongens Enghave
Townhouse,7,0,Yes,Yes,2024-06-01,68000,3500,204000,0,275500,2024-03-20,Indre By
Apartment,5,2,No,Yes,2024-05-01,35000,1500,105000,70000,211500,2024-03-20,Østerbro
Apartment,1,2,No,No,2024-06-01,8395,500,25185,8395,42475,2024-03-19,Bispebjerg
Room,1,4,No,No,2024-05-01,5800,700,6500,0,13000,2024-03-20,Nørrebro
Apartment,4,3,No,Yes,2024-07-01,17000,900,51000,51000,119900,2024-03-20,Bispebjerg
Apartment,3,3,Yes,Yes,2024-07-01,20000,0,10000,0,30000,2024-03-20,Nørrebro
Apartment,1,0,No,No,2024-07-01,8000,450,24000,24000,56450,2024-03-20,Bispebjerg
Apartment,6,2,No,No,2024-04-03,31700,2170,95100,31700,160670,2024-03-20,Indre By
Apartment,4,2,Yes,No,2024-05-01,15000,0,45000,15000,75000,2024-03-19,Nørrebro
Apartment,4,1,No,Yes,2024-06-01,21500,1550,64500,0,87550,2024-03-19,Vesterbro-Kongens Enghave
Apartment,3,0,No,Yes,2024-05-31,14500,1100,43500,14500,73600,2024-03-19,Valby
Apartment,2,0,No,Yes,2024-05-01,13200,800,39600,13200,66800,2024-03-19,Vesterbro-Kongens Enghave
Room,1,1,Yes,No,2024-04-01,5000,0,12000,0,17000,2024-03-19,Valby
Apartment,1,0,No,Yes,2024-04-15,8000,400,24000,8000,40400,2024-03-19,Bispebjerg
Apartment,2,1,No,Yes,2024-05-01,9000,800,9000,9000,27800,2024-03-19,Valby
Apartment,1,2,No,No,2024-04-01,8885,400,24555,0,33840,2024-03-19,Vanløse
Apartment,1,0,No,Yes,2024-04-01,9285,400,27855,0,37540,2024-03-19,Vanløse
Apartment,2,0,Yes,No,2024-04-01,9500,0,5000,0,14500,2024-03-19,Østerbro
Apartment,3,2,No,Yes,2024-06-01,15950,1060,47850,15950,80810,2024-03-18,Vesterbro-Kongens Enghave
Apartment,1,6,Yes,No,2024-06-30,8600,550,25800,8600,43550,2024-03-18,Vesterbro-Kongens Enghave
Apartment,1,6,Yes,No,2024-06-30,7700,500,23100,7700,39000,2024-03-18,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-04-01,4000,0,2000,0,6000,2024-03-15,Nørrebro
Apartment,1,1,No,No,2024-06-15,5518,175,16554,5518,27765,2024-03-18,Vesterbro-Kongens Enghave
Room,1,1,No,No,2024-05-01,6200,0,18600,0,24800,2024-03-17,Indre By
Apartment,3,2,Yes,No,2024-05-01,10000,500,10000,30000,50500,2024-03-17,Vanløse
Apartment,2,1,No,Yes,2024-05-31,10800,800,32400,10800,54800,2024-03-17,Brønshøj-Husum
Apartment,4,2,No,Yes,2024-06-01,18831,550,56493,18831,94705,2024-03-17,Vesterbro-Kongens Enghave
Apartment,2,1,Yes,No,2024-05-22,13000,0,0,0,13000,2024-03-17,Valby
Apartment,4,4,Yes,No,2024-11-01,35000,0,15000,0,50000,2024-03-16,Indre By
Apartment,2,4,No,No,2024-05-01,12500,0,37500,12500,62500,2024-03-16,Vesterbro-Kongens Enghave
Apartment,3,3,Yes,Yes,2024-05-05,11000,0,0,11000,22000,2024-03-16,Nørrebro
Room,1,4,No,Yes,2024-04-01,5500,0,6000,0,11500,2024-03-15,Nørrebro
Apartment,2,1,Yes,No,2024-04-01,6000,0,4000,0,10000,2024-03-15,Nørrebro
Room,1,2,Yes,No,2024-05-01,5500,0,5500,5500,16500,2024-03-15,Valby
Apartment,2,3,No,Yes,2024-05-31,10900,800,32700,10900,55300,2024-03-14,Brønshøj-Husum
Apartment,1,2,No,Yes,2024-05-15,8000,500,24000,8000,40500,2024-03-14,Valby
Apartment,1,3,No,No,2024-06-15,8495,500,25485,25485,59965,2024-03-13,Bispebjerg
Apartment,3,1,No,Yes,2024-05-01,13300,410,39900,13300,66910,2024-03-13,Valby
Apartment,2,1,Yes,No,2024-04-01,10200,800,30600,10200,51800,2024-03-13,Østerbro
Apartment,4,0,Yes,Yes,2024-04-15,16500,500,49500,16500,83000,2024-03-13,Vesterbro-Kongens Enghave
Apartment,4,2,No,No,2024-03-31,32130,1000,96390,32130,161650,2024-03-13,Indre By
Apartment,2,10,Yes,Not specified,2024-05-01,15000,,45000,,60000,2024-03-12,Vesterbro-Kongens Enghave
Apartment,2,2,No,Not specified,2024-05-01,15500,,46500,46500,108500,2024-03-12,Indre By
Apartment,5,4,Yes,Not specified,2024-05-01,20000,,60000,,80000,2024-03-12,Østerbro
Apartment,2,0,Yes,Yes,2024-04-14,10500,0,0,10500,21000,2024-03-12,Indre By
Room,1,2,Yes,Yes,2024-06-01,6000,0,6000,6000,18000,2024-03-12,Nørrebro
Apartment,1,0,No,Yes,2024-04-01,12950,877,38850,12950,65627,2024-03-12,Valby
Apartment,3,2,No,Yes,2024-05-31,15900,1000,47700,15900,80500,2024-03-11,Vesterbro-Kongens Enghave
Apartment,2,1,No,Yes,2024-09-01,12000,750,36000,12000,60750,2024-03-11,Valby
Apartment,2,1,No,Yes,2024-09-01,11600,600,34800,11600,58600,2024-03-11,Valby
Apartment,2,2,No,Yes,2024-09-01,11900,750,35700,11900,60250,2024-03-11,Valby
Apartment,2,2,No,Yes,2024-09-01,11700,600,35100,11700,59100,2024-03-11,Valby
Apartment,1,5,No,No,2024-11-01,8350,550,25050,8350,42300,2024-03-11,Vesterbro-Kongens Enghave
Apartment,2,2,No,Yes,2024-09-01,12000,650,36000,12000,60650,2024-03-11,Valby
Apartment,2,3,No,Yes,2024-09-01,11800,600,35400,11800,59600,2024-03-11,Valby
Apartment,2,3,No,Yes,2024-09-01,12100,650,36300,12100,61150,2024-03-11,Valby
Apartment,2,0,No,No,2024-09-01,12000,750,36000,12000,60750,2024-03-11,Valby
Apartment,2,1,No,Yes,2024-09-01,11900,650,35700,11900,60150,2024-03-11,Valby
Apartment,2,2,No,Yes,2024-09-01,12000,650,36000,12000,60650,2024-03-11,Valby
Apartment,2,2,No,Yes,2024-09-01,11700,600,35100,11700,59100,2024-03-11,Valby
Apartment,2,3,No,Yes,2024-09-01,11800,600,35400,11800,59600,2024-03-11,Valby
Apartment,2,3,No,Yes,2024-09-01,12100,650,36300,12100,61150,2024-03-11,Valby
Apartment,2,4,No,Yes,2024-09-01,12300,650,36900,12300,62150,2024-03-11,Valby
Apartment,2,4,No,Yes,2024-09-01,11900,600,35700,11900,60100,2024-03-11,Valby
Apartment,2,2,No,Yes,2024-09-01,11800,700,35400,11800,59700,2024-03-11,Valby
Apartment,4,23,No,Yes,2024-05-01,22000,,66000,0,88000,2024-03-11,Vesterbro-Kongens Enghave
Room,1,1,Yes,No,2024-04-01,5800,0,0,0,5800,2024-03-10,Indre By
Apartment,1,0,No,Yes,2024-05-14,7400,600,22200,7400,37600,2024-03-10,Valby
Apartment,4,2,No,Yes,2024-06-01,22500,1100,67500,67500,158600,2024-03-08,Østerbro
Room,1,0,Yes,No,2024-04-01,4600,0,13800,4600,23000,2024-03-08,Vanløse
Apartment,3,4,No,Yes,2024-05-01,14105,1200,42315,14105,71725,2024-03-08,Bispebjerg
Apartment,3,1,No,Yes,2024-06-01,16940,1000,50820,16940,85700,2024-03-08,Valby
Room,1,1,No,Yes,2024-05-01,7000,0,7000,21000,35000,2024-03-08,Indre By
Apartment,1,4,No,No,2024-04-30,7950,750,23850,7950,40500,2024-03-08,Vanløse
Apartment,3,5,No,Yes,2024-04-01,18000,700,36000,36000,90700,2024-03-08,Østerbro
Apartment,1,19,Yes,Yes,2024-05-01,10250,798,20500,0,31548,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,18,Yes,Yes,2024-04-15,9750,798,19500,0,30048,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,18,Yes,Yes,2024-06-01,10250,798,20500,0,31548,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,17,Yes,Yes,2024-05-15,9500,798,19000,0,29298,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,16,Yes,Yes,2024-04-15,10500,798,21000,0,32298,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,13,Yes,Yes,2024-04-15,10500,798,21000,0,32298,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,11,Yes,Yes,2024-04-15,9750,798,19500,0,30048,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,8,Yes,Yes,2024-05-01,9400,798,18800,0,28998,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,2,No,No,2024-06-01,7995,400,23985,7995,40375,2024-03-08,Vanløse
Apartment,4,5,No,Yes,2024-06-30,17750,1050,53250,17750,89800,2024-03-08,Valby
Apartment,2,5,No,Yes,2024-04-15,13547,400,40641,13547,68135,2024-03-07,Vesterbro-Kongens Enghave
Apartment,2,0,No,Yes,2024-04-15,17814,725,53442,17814,89795,2024-03-07,Vesterbro-Kongens Enghave
Apartment,2,3,No,Yes,2024-04-15,13481,400,40443,13481,67805,2024-03-07,Vesterbro-Kongens Enghave
Apartment,2,0,No,No,2024-04-01,12000,500,12000,0,24500,2024-03-07,Bispebjerg
Apartment,2,4,No,Yes,2024-05-01,13700,575,41100,13700,69075,2024-03-07,Valby
Apartment,1,0,Yes,No,2024-07-01,15000,900,45000,,60900,2024-03-07,Nørrebro
Apartment,1,3,No,Yes,2024-05-01,12600,550,37800,12600,63550,2024-03-07,Valby
